Name,Address,Longitude,Latitude,geometry
Mechanic Street Lofts,"302 25th St unit h, Galveston",-94.796171,29.3054921,POINT (-94.796171 29.3054921)
Melody Beach House,"22609 Kennedy Drive, Galveston",-95.0528878,29.1325218,POINT (-95.0528878 29.1325218)
Menard Ganter House,"1209 Winnie Street, Galveston",-94.7807064,29.3057898,POINT (-94.7807064 29.3057898)
Menard House,"1605 33rd Street, Galveston",-94.8020822,29.2914014,POINT (-94.8020822 29.2914014)
Merimax Building,"2206 Church Street, Galveston",-94.7923542,29.3041352,POINT (-94.7923542 29.3041352)
Mermaid Cove,"4110 Surf Drive #8805, Galveston",-94.9432636,29.2018861,POINT (-94.9432636 29.2018861)
Metro by T-Mobile,"2523 Broadway Avenue J, Galveston",-94.7949749,29.2988056,POINT (-94.7949749 29.2988056)
MGR CAPITAL LLC,"1320 Seawall Boulevard, Galveston",-94.7790518,29.2974799,POINT (-94.7790518 29.2974799)
Mi Casa es Su Casa,"6102 Seawall Boulevard #109, Galveston",-94.8275823,29.2668472,POINT (-94.8275823 29.2668472)
Michael Gaertner Architects,"2413 Mechanic Street A, Galveston",-94.7956874,29.3056574,POINT (-94.7956874 29.3056574)
Michael W Price Insurance,"5002 Avenue R, Galveston",-94.8192492,29.280661,POINT (-94.8192492 29.280661)
Mike's Golf Cart Repair,"21515 Zachary Drive, Galveston",-95.0411027,29.1414775,POINT (-95.0411027 29.1414775)
Mikes bay house,"22903 Martes Street, Galveston",-95.0610462,29.1367662,POINT (-95.0610462 29.1367662)
Milton Pines Park and Pavilion,"4119 Mason Drive, Galveston",-95.045085,29.1425943,POINT (-95.045085 29.1425943)
Mind-Body Wellness co-op,"4920 D Seawall Boulevard, Galveston",-94.8159985,29.2732011,POINT (-94.8159985 29.2732011)
Mirabella,"7310 Seawall Blvd APT 602, Galveston",-94.8383507,29.2602726,POINT (-94.8383507 29.2602726)
Mobil,"602 Broadway Avenue J, Galveston",-94.77315,29.30553,POINT (-94.77315 29.30553)
Mobilelink,"2621 Broadway Avenue J, Galveston",-94.7961916,29.2985669,POINT (-94.7961916 29.2985669)
Mock & More Gallery,"2215-B Postoffice St, Galveston",-94.792807,29.3044633,POINT (-94.792807 29.3044633)
Model Laundry,"513-523 25th Street, Galveston",-94.796004,29.3033076,POINT (-94.796004 29.3033076)
Moments Event planning and design,"6511 Steward Rd #6E, Galveston",-94.8350919,29.2734467,POINT (-94.8350919 29.2734467)
MoneyGram,"1228 39th Street, Galveston",-94.8093709,29.2927498,POINT (-94.8093709 29.2927498)
Moody Early Childhood Center,"1110 21st Street, Galveston",-94.7885868,29.299381,POINT (-94.7885868 29.299381)
Moody garden,"4230 King Rail Circle, Galveston",-95.0899874,29.107902,POINT (-95.0899874 29.107902)
Moody Gardens,"1 Hope Blvd Galveston, TX 77554",-94.851790279908,29.275347609953,POINT (-94.851790279908 29.275347609953)
Moody Mansion,"2618 Broadway Avenue J, Galveston",-94.7962767,29.2995337,POINT (-94.7962767 29.2995337)
Moore-Climatic,"4423 Avenue P 1/2, Galveston",-94.8138062,29.2846425,POINT (-94.8138062 29.2846425)
Morales Fence Co,"2118 Avenue O, Galveston",-94.7883428,29.2944952,POINT (-94.7883428 29.2944952)
"Motel 6 Galveston, TX","7404 Avenue J, Galveston",-94.8548405,29.2882257,POINT (-94.8548405 29.2882257)
Motel for cruise,"1701 Market Street, Galveston",-94.7870635,29.3070445,POINT (-94.7870635 29.3070445)
Mr. Taco Cantina,"4114 Seawall Boulevard, Galveston",-94.8073942,29.2777379,POINT (-94.8073942 29.2777379)
MSRC,"8400 Teichman Road, Galveston",-94.8646905,29.2869925,POINT (-94.8646905 29.2869925)
Mt Moriah Baptist Church,"2728 Avenue K, Galveston",-94.7973568,29.2978339,POINT (-94.7973568 29.2978339)
Muril by the Bay,"3912 Reeves Drive, Galveston",-95.0447688,29.1456737,POINT (-95.0447688 29.1456737)
Murphy USA,"6810 Seawall Boulevard, Galveston",-94.83364,29.26315,POINT (-94.83364 29.26315)
Murphy's Pub,"213-215 22nd Street, Galveston",-94.7932415,29.3067907,POINT (-94.7932415 29.3067907)
My Galveston Getaway at the Maravilla,"9520 Seawall Boulevard, Galveston",-94.8597328,29.2486135,POINT (-94.8597328 29.2486135)
Mystic Krewe of Aquarius,"1517 31st Street, Galveston",-94.7996585,29.2925391,POINT (-94.7996585 29.2925391)
Nailed it galveston,"1020 13th Street, Galveston",-94.7801029,29.3024156,POINT (-94.7801029 29.3024156)
Nails and Spa of Texas,"6228 Broadway Street L, Galveston",-94.8414889,29.2905106,POINT (-94.8414889 29.2905106)
NAPA Auto Parts - Republic Parts Co,"3101 Broadway Avenue J, Galveston",-94.8013802,29.2972647,POINT (-94.8013802 29.2972647)
National Carriers Inc.,"3401 Church Street, Galveston",-94.806355,29.2999361,POINT (-94.806355 29.2999361)
Near the Pier Rentals,"2402 Avenue M, Galveston",-94.792185,29.2970852,POINT (-94.792185 29.2970852)
New World Builders LLC,"4910 Travis Drive, Galveston",-94.8210203,29.2887821,POINT (-94.8210203 29.2887821)
NewSound Hearing Centers,"6199 Central City Boulevard #122, Galveston",-94.8291288,29.2686016,POINT (-94.8291288 29.2686016)
Next Residence LLC,"3911 Warrior Court, Galveston",-95.001669,29.1715769,POINT (-95.001669 29.1715769)
Nia Culture Center,"2217 The Strand, Galveston",-94.7941601,29.3070637,POINT (-94.7941601 29.3070637)
No Worries Galveston,"17711 Termini-San Luis Pass Road, Galveston",-94.9878225,29.1734271,POINT (-94.9878225 29.1734271)
NOAA Restoration Center,"4700 Avenue U, Galveston",-94.8146054,29.2755857,POINT (-94.8146054 29.2755857)
O'Malley's Stage Door,"2022 Postoffice Street, Galveston",-94.7909854,29.3053236,POINT (-94.7909854 29.3053236)
O'Reilly Auto Parts,"3008 Broadway Avenue J, Galveston",-94.8005123,29.2984207,POINT (-94.8005123 29.2984207)
Ocean Grove Condominiums,"9420 Seawall Blvd, Galveston",-94.8581699,29.2487139,POINT (-94.8581699 29.2487139)
Ocean Inn,"3028 Seawall Boulevard, Galveston",-94.7966232,29.2847003,POINT (-94.7966232 29.2847003)
Ocean Star Offshore Drilling Rig and Museum,"2002 Wharf Road, Galveston",-94.7917377,29.3104255,POINT (-94.7917377 29.3104255)
Ocean’s 16Eleven,"1611 16th Street, Galveston",-94.782303,29.2964254,POINT (-94.782303 29.2964254)
Oceans Hall,"3005 Seawolf Park Boulevard B, Galveston",-94.8185523,29.3167923,POINT (-94.8185523 29.3167923)
"Oceanside Stroll to Sea | Top Notch Vacation Homes, LLC | by Rose","4111 Pointe West Drive, Galveston",-95.0980637,29.1036307,POINT (-95.0980637 29.1036307)
Odyssey Academy Galveston,"2412 61st Street, Galveston",-94.8293726,29.275633,POINT (-94.8293726 29.275633)
Off the Hook,"21225 Gulf Drive, Galveston",-95.0350201,29.1441745,POINT (-95.0350201 29.1441745)
Office Depot,"2711 61st Street, Galveston",-94.8310117,29.2712102,POINT (-94.8310117 29.2712102)
Official Port of Galveston - Lot B,"224 33rd Street, Galveston",-94.8054933,29.3034288,POINT (-94.8054933 29.3034288)
Official Port of Galveston SMP Cruise Parking Garage,"150 Rosenberg Street, Galveston",-94.79676,29.3072449,POINT (-94.79676 29.3072449)
"Official Site | The Grand 1894 Opera House (Galveston, TX)","2020 Postoffice St, Galveston",-94.7908543,29.3053967,POINT (-94.7908543 29.3053967)
Ohana Surf & Skate,"2814 Avenue R 1/2, Galveston",-94.7940432,29.2862924,POINT (-94.7940432 29.2862924)
Old Cellar Bar,"2013 Postoffice Street, Galveston",-94.7905585,29.3052711,POINT (-94.7905585 29.3052711)
Old Santa Fe Union Station,"123 Rosenberg Street, Galveston",-94.7970372,29.3065492,POINT (-94.7970372 29.3065492)
Olga's Hair Salon,"2407 45th Street, Galveston",-94.8131047,29.280866,POINT (-94.8131047 29.280866)
On Pointe,"4121 Pointe West Drive, Galveston",-95.0981641,29.103279,POINT (-95.0981641 29.103279)
On the Run,"4427 Broadway Avenue J, Galveston",-94.8167646,29.293301,POINT (-94.8167646 29.293301)
Oppe Elementary School,"2915 81st Street, Galveston",-94.8502284,29.263423,POINT (-94.8502284 29.263423)
Original Island Escape!,"1920 24th Street, Galveston",-94.7900495,29.2912302,POINT (-94.7900495 29.2912302)
Osprey Watch Vacation Rental,"11221 Bernice Drive, Galveston",-94.8824889,29.2357038,POINT (-94.8824889 29.2357038)
Ott Monument Works,"3928 Broadway Avenue J, Galveston",-94.8114456,29.2954875,POINT (-94.8114456 29.2954875)
Out Cast Charters,"1721 61st Street, Galveston",-94.8347277,29.2816072,POINT (-94.8347277 29.2816072)
Overkill Guide Serivve,"9301 Broadway Street, Galveston",-94.8738075,29.2886912,POINT (-94.8738075 29.2886912)
P4003,"2300 Ship Mechanic Row Street, Galveston",-94.7948085,29.3062136,POINT (-94.7948085 29.3062136)
Palacio de la Costa,"22508 Bay Point Drive, Galveston",-95.056895,29.138416,POINT (-95.056895 29.138416)
Palm House,"811 10th Street, Galveston",-94.7778336,29.3054221,POINT (-94.7778336 29.3054221)
Palm Shore Apartments,"417 Church St, Galveston",-94.7721023,29.3085594,POINT (-94.7721023 29.3085594)
Palmfront Hotel,"Seawall Boulevard, Galveston",-94.8030941,29.2800444,POINT (-94.8030941 29.2800444)
Parijatha (Coral Jasmine),"21232 Gulf Drive, Galveston",-95.0351914,29.1435052,POINT (-95.0351914 29.1435052)
"Park 2 Cruise Galveston, LLC","101 13th Street, Galveston",-94.7837887,29.3105049,POINT (-94.7837887 29.3105049)
Parker Elementary School,"6802 Jones Drive, Galveston",-94.8390199,29.2734241,POINT (-94.8390199 29.2734241)
Parker Robert O DDS,"1508 23rd Street, Galveston",-94.789995,29.29541,POINT (-94.789995 29.29541)
Parking,"51 21st Street, Galveston",-94.792904,29.3087051,POINT (-94.792904 29.3087051)
Parking Area,"224 33rd Street, Galveston",-94.8054947,29.3034356,POINT (-94.8054947 29.3034356)
Parking Lot,"3510-0116-2000, #001, Galveston",-94.7910647,29.2880608,POINT (-94.7910647 29.2880608)
Parking Lot P,"Unnamed Road, Galveston",-94.7749516,29.3134791,POINT (-94.7749516 29.3134791)
Parking utmb,"365-379 11th Street, Galveston",-94.7820206,29.3091755,POINT (-94.7820206 29.3091755)
ParkPostOffice.com,"1913 Postoffice Street, Galveston",-94.789312,29.305386,POINT (-94.789312 29.305386)
Peach at the Beach,"11221 Schwartz Drive, Galveston",-94.8833599,29.2372412,POINT (-94.8833599 29.2372412)
Peanut Butter Warehouse,"100 20th Street, Galveston",-94.7908921,29.3087443,POINT (-94.7908921 29.3087443)
Pelican Pointe,"4219 Green Heron Drive, Galveston",-95.0884414,29.1087762,POINT (-95.0884414 29.1087762)
Pepper Pavilon,"Obra Drive, Galveston",-95.0610392,29.1333137,POINT (-95.0610392 29.1333137)
PeyDirt,"3607 Avenue L, Galveston",-94.8066433,29.2940089,POINT (-94.8066433 29.2940089)
Phi Galveston,"2215 Terminal Drive, Galveston",-94.8553451,29.2670998,POINT (-94.8553451 29.2670998)
Philemon Ministries,"2905 Avenue M, Galveston",-94.798246,29.2952161,POINT (-94.798246 29.2952161)
Physical Therapy Services,"1810 23rd Street, Galveston",-94.7893476,29.2927938,POINT (-94.7893476 29.2927938)
Pier 21,"2100 Harborside Drive, Galveston",-94.7927814,29.3092461,POINT (-94.7927814 29.3092461)
Pirate's Perfect Pearl Vacation Rental,"3416 Petite Circle, Galveston",-94.9502865,29.2163232,POINT (-94.9502865 29.2163232)
Pirates Beach,"Pirates Aly Galveston, TX 77554",-94.9348632618785,29.2035640434977,POINT (-94.9348632618785 29.2035640434977)
Pirates Cove,"13831 Mutiny Lane, Galveston",-94.9392976,29.2059782,POINT (-94.9392976 29.2059782)
"Pirates Landing Townhouse Association, Inc.","621 21st St, Galveston",-94.7908109,29.3035413,POINT (-94.7908109 29.3035413)
Plant Leadership Systems,"2200 Market Street # 608, Galveston",-94.7933539,29.306019,POINT (-94.7933539 29.306019)
Playa San Luis,"25322 Intrepid Lane, Galveston",-95.0879125,29.1102464,POINT (-95.0879125 29.1102464)
Pleasure Pier 5D Theater Ride,"2424 Seawall Boulevard, Galveston",-94.7900113,29.2889626,POINT (-94.7900113 29.2889626)
POA of Pointe West,"4161 Pointe West Drive, Galveston",-95.0980245,29.1023941,POINT (-95.0980245 29.1023941)
Point Glass LLC,"7511 Broadway Street, Galveston",-94.8550745,29.2866858,POINT (-94.8550745 29.2866858)
Pointe West Beach Club,"4161 Pointe West Drive, Galveston",-95.0980245,29.1023941,POINT (-95.0980245 29.1023941)
pointe west beach rental,"4154 Green Heron Drive, Galveston",-95.0885344,29.1096345,POINT (-95.0885344 29.1096345)
Pointe West Resorts By AB Sea Resorts,"4231 Grassy Pointe Drive, Galveston",-95.1018568,29.0994206,POINT (-95.1018568 29.0994206)
Pointe West Vacation,"4211 Pointe West Drive UNIT 103, Galveston",-95.0982701,29.1018423,POINT (-95.0982701 29.1018423)
PointeWest.Rentals,"4150 Green Heron Drive, Galveston",-95.1102091,29.094734,POINT (-95.1102091 29.094734)
Porretto Beach,"10th Street at, Seawall Boulevard, Galveston",-94.7756915,29.3003817,POINT (-94.7756915 29.3003817)
Porretto Beach 26th & Seawall Boulevard,"2601 Seawall Boulevard, Galveston",-94.7915254,29.2875493,POINT (-94.7915254 29.2875493)
Port Aux Princes,"7000 N Holiday Dr, Galveston",-94.7742479,29.3182618,POINT (-94.7742479 29.3182618)
Port of Galveston Cruise Parking Terminal 10 North Lot,"1152 Royal Caribbean Circle, Galveston",-94.7832276,29.3136789,POINT (-94.7832276 29.3136789)
Port of Galveston Cruise Terminal 1,"2502 Harborside Drive, Galveston",-94.7972584,29.3080971,POINT (-94.7972584 29.3080971)
Port of Galveston Express Lot Cruise Parking,"2702 Harborside Drive, Galveston",-94.8003865,29.3074851,POINT (-94.8003865 29.3074851)
Port Of Galveston Parking & Cruise Terminals,"123 Rosenberg Street, Galveston",-94.7970765,29.3065514,POINT (-94.7970765 29.3065514)
Port of Galveston Pier 14 Parking Lot,"8677+9W, Galveston",-94.7851875,29.3134375,POINT (-94.7851875 29.3134375)
Port of Galveston Pier 25 Cruise Parking,"2502 Harborside Drive, Galveston",-94.7949089,29.308206,POINT (-94.7949089 29.308206)
Port of Galveston South Lot Cruise Parking Lot,"028 13th Street, Galveston",-94.7836379,29.3118936,POINT (-94.7836379 29.3118936)
Port of Galveston West Entrance,"4002 Port Industrial Road, Galveston",-94.8139803,29.30404,POINT (-94.8139803 29.30404)
Port of Galveston- West End Gate,"3902 Harborside Drive, Galveston",-94.8139643,29.3038493,POINT (-94.8139643 29.3038493)
Port parking,"111 18th Street, Galveston",-94.7892794,29.3089947,POINT (-94.7892794 29.3089947)
Port Parking,"202 37th Street, Galveston",-94.809512,29.302697,POINT (-94.809512 29.302697)
Powell Marine Engineering Complex,"200 Seawolf Parkway, Galveston",-94.8197707,29.314309,POINT (-94.8197707 29.314309)
Powhatan and Mattie Wren House,"1403 Texas 87, Galveston",-94.7817823,29.3024365,POINT (-94.7817823 29.3024365)
"Praveena Gupta, OD","700 University Boulevard, Galveston",-94.772803,29.3076035,POINT (-94.772803 29.3076035)
Premier Island Escape!,"1924 24th Street Rear, Galveston",-94.7900604,29.2912314,POINT (-94.7900604 29.2912314)
Premiere Discreet Aesthetics,"7820 Seawall Boulevard, Galveston",-94.8434473,29.2579455,POINT (-94.8434473 29.2579455)
Premium Covered Parking,"1152 Royal Caribbean Way, Galveston",-94.782081,29.3143198,POINT (-94.782081 29.3143198)
Premium Oil Corporation,"26471 Cat Tail Drive, Galveston",-95.100729,29.0998815,POINT (-95.100729 29.0998815)
Premium Parking - P4002,"2024 Seawall Boulevard, Galveston",-94.7860973,29.2926587,POINT (-94.7860973 29.2926587)
Princess Beauty Salon,"2019 53rd Street, Galveston",-94.8232862,29.2815167,POINT (-94.8232862 29.2815167)
Private,"22031 Guadalupe Drive, Galveston",-95.0532951,29.1442297,POINT (-95.0532951 29.1442297)
Q's Massage,"500 Seawall Boulevard Suite 200, Galveston",-94.7721853,29.3060574,POINT (-94.7721853 29.3060574)
QQ ArtSpace,"3622 85th Street, Galveston",-94.8493768,29.2553328,POINT (-94.8493768 29.2553328)
Quality Inn & Suites Beachfront,"5924 Seawall Boulevard, Galveston",-94.825967,29.268006,POINT (-94.825967 29.268006)
Queen Gypsy Inn,"4504 Fort Crockett Boulevard, Galveston",-94.811606,29.2764757,POINT (-94.811606 29.2764757)
Quick Escape,"26540 Mangrove Drive # 202, Galveston",-95.103994,29.1017748,POINT (-95.103994 29.1017748)
Quigg Baulard Cottage,"2628 Broadway Avenue J, Galveston",-94.7965621,29.2992272,POINT (-94.7965621 29.2992272)
Rage Cage,"1922 The Strand, Galveston",-94.7907229,29.3084538,POINT (-94.7907229 29.3084538)
Ragin Cajun Boat Trailer Services.,"6093 sea isle, Galveston",-95.043554,29.1430238,POINT (-95.043554 29.1430238)
Randalls Fuel Station,"2815 Central City Boulevard, Galveston",-94.8285997,29.2698885,POINT (-94.8285997 29.2698885)
"Raymond Banks Construction, LLC.","3028 Avenue Q, Galveston",-94.7978028,29.2882004,POINT (-94.7978028 29.2882004)
Ready Set Go,"2902 Seawall Boulevard, Galveston",-94.7948867,29.2857126,POINT (-94.7948867 29.2857126)
Rebecca Sealy Hospital,"404 Saint Marys Boulevard, Galveston",-94.7758686,29.3099984,POINT (-94.7758686 29.3099984)
Red Carpet Inn,"928 Ferry Road, Galveston",-94.771716,29.325894,POINT (-94.771716 29.325894)
Red Roof Inn,Galveston,-94.7977277,29.3013582,POINT (-94.7977277 29.3013582)
Red Roof PLUS+ Galveston - Beachfront,"3924 Avenue U, Galveston",-94.8058814,29.2794038,POINT (-94.8058814 29.2794038)
Redbox,"2326 61st Street, Galveston",-94.8309522,29.2761136,POINT (-94.8309522 29.2761136)
Reel Fishing Fever,"14305 Stewart Road, Galveston",-94.949692,29.206384,POINT (-94.949692 29.206384)
Reel Men Fishing Charters,"715 N Holiday Dr Dock B, Slip 24, Galveston",-94.7753074,29.3171983,POINT (-94.7753074 29.3171983)
Refresh Medispa,"2424 Mechanic Street, Galveston",-94.7961083,29.305864,POINT (-94.7961083 29.305864)
Regal Nails Salon & Spa,"6702 Seawall Boulevard, Galveston",-94.8329455,29.2651472,POINT (-94.8329455 29.2651472)
Rehab Care Group,"2228 Seawall Boulevard, Galveston",-94.7880522,29.2910737,POINT (-94.7880522 29.2910737)
Rehabilitation Commission,"4607 Fort Crockett Boulevard, Galveston",-94.8135507,29.2759428,POINT (-94.8135507 29.2759428)
René Wiley Gallery,"2128 Postoffice St, Galveston",-94.7922886,29.3050828,POINT (-94.7922886 29.3050828)
Renovations Galveston,"4206 Panola Drive, Galveston",-95.0426143,29.141815,POINT (-95.0426143 29.141815)
Rent-A-Center,"2705 61st Street M, Galveston",-94.830102,29.271692,POINT (-94.830102 29.271692)
Research Building 6,"301 8th Street, Galveston",-94.777676,29.3101461,POINT (-94.777676 29.3101461)
Rick's Beach Rentals,"17620 Termini-San Luis Pass Road, Galveston",-94.988039,29.174245,POINT (-94.988039 29.174245)
Right at Home,"1409 39th Street, Galveston",-94.809173,29.2913352,POINT (-94.809173 29.2913352)
Riviera Condos,"11949 Termini-San Luis Pass Rd, Galveston",-94.9024369,29.2231305,POINT (-94.9024369 29.2231305)
Rodeway Inn,"6107 Broadway Street, Galveston",-94.838569,29.287895,POINT (-94.838569 29.287895)
"Rogelio B. Fontanilla, CRNA","301 University Boulevard, Galveston",-94.7758738,29.3107498,POINT (-94.7758738 29.3107498)
Ron Hoover RV & Marine of Galveston,"8126 Broadway Street, Galveston",-94.862812,29.2864218,POINT (-94.862812 29.2864218)
Ronald McDonald House,"301 14th Street, Galveston",-94.7840336,29.308658,POINT (-94.7840336 29.308658)
Roof Garden,"2214 The Strand, Galveston",-94.7939038,29.3076434,POINT (-94.7939038 29.3076434)
Rosenberg Elementary School,"721 10th Street, Galveston",-94.7785359,29.3060557,POINT (-94.7785359 29.3060557)
Rosenberg Library,"2310 Sealy Avenue, Galveston",-94.7929895,29.3011526,POINT (-94.7929895 29.3011526)
Rosenberg Motel,"2027 25th Street, Galveston",-94.7913766,29.2900003,POINT (-94.7913766 29.2900003)
Ross 5,"4123 Pirates Alley, Galveston",-94.9366295,29.2043213,POINT (-94.9366295 29.2043213)
Ross Dress for Less,"6327 Stewart Road, Galveston",-94.8330319,29.2733692,POINT (-94.8330319 29.2733692)
"RSC, LLC","4508 Woodrow Avenue, Galveston",-94.8127968,29.2791138,POINT (-94.8127968 29.2791138)
Ryan R Jones Wedding Photography,"5616 Avenue Q, Galveston",-94.8270459,29.2805519,POINT (-94.8270459 29.2805519)
Sacred Heart Catholic Church (Holy Family Parish),"1302 Broadway Avenue J, Galveston",-94.7812966,29.3032927,POINT (-94.7812966 29.3032927)
Saengerfest Park,"2302 The Strand, Galveston",-94.7947785,29.3073608,POINT (-94.7947785 29.3073608)
Safari Beach,"4151 Pointe West Drive UNIT 202, Galveston",-95.0974085,29.1022569,POINT (-95.0974085 29.1022569)
Saints Constantine and Helen Serbian Orthodox Church,"4109 Avenue L, Galveston",-94.8125045,29.292442,POINT (-94.8125045 29.292442)
Sales Center at Galveston Seaside Resort,"19320 Termini-San Luis Pass Road, Galveston",-95.0134922,29.1625455,POINT (-95.0134922 29.1625455)
Saltwater Gospel,"4207 Kent Drive, Galveston",-95.0449529,29.1404181,POINT (-95.0449529 29.1404181)
Salty Beach Bed & Breakfast,"2520 Avenue P 1/2, Galveston",-94.7921703,29.2907173,POINT (-94.7921703 29.2907173)
Salty Dog Wash,"1902 Ursuline Street, Galveston",-94.7860385,29.296899,POINT (-94.7860385 29.296899)
San Domingo View Beach House,"13700 San Domingo Drive, Galveston",-94.9354926,29.2061673,POINT (-94.9354926 29.2061673)
San Luis Bridge Toll Plaza,"Unnamed Road, Galveston",-95.1116782,29.0921173,POINT (-95.1116782 29.0921173)
Sand 'N Sea | Galveston Vacation Rentals,"13706 Farm to Market Road 3005, Galveston",-94.9375351,29.2084697,POINT (-94.9375351 29.2084697)
Sand Bar beach rental,"22427 Kennedy Drive, Galveston",-95.0513202,29.1335529,POINT (-95.0513202 29.1335529)
Sand Castle Beach,"16708 Termini-San Luis Pass Rd Ste C Jamaica Beach, TX 77554",-94.896861,29.2281157,POINT (-94.896861 29.2281157)
Sand Castle HOA,"3700 83rd St, Galveston",-94.8470759,29.2552591,POINT (-94.8470759 29.2552591)
Sand Dollar,"25039 Sausalito Drive, Galveston",-95.0851644,29.1139034,POINT (-95.0851644 29.1139034)
Sand Dollar Autoplex,"8020 Broadway Street, Galveston",-94.8608958,29.2866847,POINT (-94.8608958 29.2866847)
Sandpiper Cove,"3916 Winnie Street, Galveston",-94.8119315,29.298024,POINT (-94.8119315 29.298024)
sandpiper rv,"715 North Holiday Drive, Galveston",-94.7763592,29.3194242,POINT (-94.7763592 29.3194242)
Sandpiper RV Resort,"201 Seawall Boulevard, Galveston",-94.7684624,29.3090688,POINT (-94.7684624 29.3090688)
Sandpiper Stay,"3506 Cove View Boulevard APT 1609, Galveston",-94.8675132,29.2467533,POINT (-94.8675132 29.2467533)
Sara campbell,"500 Seawall Blvd, Galveston",-94.7721924,29.306037,POINT (-94.7721924 29.306037)
Saracco Insurance Agency,"2702 Broadway Avenue J, Galveston",-94.796991,29.2992096,POINT (-94.796991 29.2992096)
Satori Elementary School,"2503 Sealy Avenue, Galveston",-94.7948246,29.30017,POINT (-94.7948246 29.30017)
Sawhney Charu DO,"301 University Boulevard, Galveston",-94.7758738,29.3107498,POINT (-94.7758738 29.3107498)
Schaefer Haus,"511 17th Street, Galveston",-94.7867776,29.3060371,POINT (-94.7867776 29.3060371)
School Of Health Profession,"1101 The Strand, Galveston",-94.7812133,29.3102643,POINT (-94.7812133 29.3102643)
SCOTT BUILDING,"4116 Avenue North 1/2, Galveston",-94.8115024,29.2895624,POINT (-94.8115024 29.2895624)
Scott Collegiate Academy,"4068 Avenue North 1/2, Galveston",-94.8111174,29.2894027,POINT (-94.8111174 29.2894027)
Scottish Inns,"928 Ferry Road, Galveston",-94.77181,29.3260126,POINT (-94.77181 29.3260126)
Sea Cove,"2827 Avenue Q Unit A, Galveston",-94.7954375,29.2884779,POINT (-94.7954375 29.2884779)
Sea Gull Shores Pocket Park 1,"3544 7 1/2 Mile Road, Galveston",-94.8784036,29.2399112,POINT (-94.8784036 29.2399112)
Sea Isle Bait Camp,"21706 Burnet Drive, Galveston",-95.0468828,29.1451915,POINT (-95.0468828 29.1451915)
Sea Isle Property Owners Association,"21704 Burnet Drive, Galveston",-95.0467666,29.1447397,POINT (-95.0467666 29.1447397)
Sea La Vie,"4019 Vista Boulevard, Galveston",-94.9442242,29.2029595,POINT (-94.9442242 29.2029595)
Sea Lore,"6102 Seawall Boulevard #359, Galveston",-94.8275823,29.2668472,POINT (-94.8275823 29.2668472)
Sea Scouts Base,"7511 Broadway Street, Galveston",-94.8550745,29.2866858,POINT (-94.8550745 29.2866858)
Sea Side Christian Academy,"6107 Broadway Street, Galveston",-94.838438,29.2877355,POINT (-94.838438 29.2877355)
Sea Star Base Galveston,"7509 Broadway Street, Galveston",-94.8547892,29.2865507,POINT (-94.8547892 29.2865507)
SeaBatical Galveston,"415 East Beach Drive #207, Galveston",-94.7565635,29.3147262,POINT (-94.7565635 29.3147262)
Seahorse Landing,"4103 7th Street, Galveston",-95.0705736,29.1244058,POINT (-95.0705736 29.1244058)
Seahouse Construction,"8244 Harborside Drive, Galveston",-94.8634639,29.2864677,POINT (-94.8634639 29.2864677)
Sealy & Smith Foundation,"2200 Market Street # 500, Galveston",-94.7933539,29.306019,POINT (-94.7933539 29.306019)
SeaPoint,"26411 Cat Tail Drive Unit 102, Galveston",-95.099051,29.1008467,POINT (-95.099051 29.1008467)
Seaport Village Apartment Homes,"7200 Heards Lane, Galveston",-94.8449578,29.2748834,POINT (-94.8449578 29.2748834)
Searenity Pointe,"4150 Green Heron Drive, Galveston",-95.0886855,29.1097186,POINT (-95.0886855 29.1097186)
Seas the moment PW,"4158 Green Heron Drive, Galveston",-95.0884821,29.1094997,POINT (-95.0884821 29.1094997)
"Seaside Home Design, LLC","RR 4 Box 225D3, Galveston",-95.0545954,29.1378712,POINT (-95.0545954 29.1378712)
Seaside Properties,"3827 Las Palmas Street, Galveston",-94.9477275,29.2045778,POINT (-94.9477275 29.2045778)
Seaside Shimmer,Galveston,-94.868158,29.2431822,POINT (-94.868158 29.2431822)
Seawall Cabana,"1808 31st Street, Galveston",-94.7984417,29.2903705,POINT (-94.7984417 29.2903705)
Seawall Urban Park,"801 Seawall Boulevard, Galveston",-94.7771249,29.2986295,POINT (-94.7771249 29.2986295)
Seawolf Park,"100 Seawolf Park Boulevard, Galveston",-94.7791724,29.3349069,POINT (-94.7791724 29.3349069)
Sedation Safety Resources,"6052 Sea Isle, Galveston",-95.0437098,29.1429896,POINT (-95.0437098 29.1429896)
Seeding Galveston,"3318 Ursuline Street, Galveston",-94.8029645,29.2930268,POINT (-94.8029645 29.2930268)
Segcity Segway Galveston Tours,"519 25th Street, Galveston",-94.79588,29.303251,POINT (-94.79588 29.303251)
Seibel Student Services Center,"3030 Texas Clipper Road, Galveston",-94.8176582,29.3161553,POINT (-94.8176582 29.3161553)
Selectric Services,"4123 Avenue Q, Galveston",-94.8102019,29.2845712,POINT (-94.8102019 29.2845712)
Serene Shores at Pointe West Resort,"25730 Spotted Sandpiper Drive, Galveston",-95.092046,29.106695,POINT (-95.092046 29.106695)
Serenity Dermatology,"1917 Broadway Avenue J, Galveston",-94.7879086,29.300783,POINT (-94.7879086 29.300783)
