,Unnamed: 0,Name,Address,Coordinates,Name + Address,second_best_match,second_best_score
117,117,Midtown Tavern,"5806 Stewart Rd Galveston, TX 77551","{'latitude': 29.2769122665077, 'longitude': -94.8284272716748}","Midtown Tavern5806 Stewart Rd Galveston, TX 77551","Russo's New York Pizzeria & Italian Kitchen - Galveston500 Seawall Boulevard #300, Galveston",86
118,118,Tiki Island Village of,"802 Tiki Dr Galveston, TX 77554","{'latitude': 29.29959, 'longitude': -94.9081}","Tiki Island Village of802 Tiki Dr Galveston, TX 77554","Yamato2104 61st Street, Galveston",86
119,119,Taco Bell,"5701 Broadway Galveston, TX 77551","{'latitude': 29.28956, 'longitude': -94.831}","Taco Bell5701 Broadway Galveston, TX 77551","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
120,120,Pizza Hut,"4908C Seawall Blvd Galveston, TX 77551","{'latitude': 29.27359603516185, 'longitude': -94.8155883}","Pizza Hut4908C Seawall Blvd Galveston, TX 77551","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
121,121,Schlotzsky's,"2705 61st St Ste H Galveston, TX 77551","{'latitude': 29.271950458451116, 'longitude': -94.82970544309313}","Schlotzsky's2705 61st St Ste H Galveston, TX 77551","Yamato2104 61st Street, Galveston",86
122,122,B. Jiggers Lounge,"5002 Seawall Blvd Galveston, TX 77551","{'latitude': 29.2725013, 'longitude': -94.8166683}","B. Jiggers Lounge5002 Seawall Blvd Galveston, TX 77551","Yamato2104 61st Street, Galveston",86
123,123,Silver Spot Saloon,"5202 Ave S Galveston, TX 77551","{'latitude': 29.2782648248119, 'longitude': -94.8209213465452}","Silver Spot Saloon5202 Ave S Galveston, TX 77551","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
124,124,Crockett Park,"2601 53rd S Galveston, TX 77551","{'latitude': 29.2772116260936, 'longitude': -94.8216842306912}","Crockett Park2601 53rd S Galveston, TX 77551","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
125,125,McDonald's,"5223 Broadway Ave Galveston, TX 77551","{'latitude': 29.2909067856539, 'longitude': -94.8258116841316}","McDonald's5223 Broadway Ave Galveston, TX 77551","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
126,126,The Garden Restuarant,"7 Hope Blvd Galveston, TX 77554","{'latitude': 29.2760448292325, 'longitude': -94.852215542788}","The Garden Restuarant7 Hope Blvd Galveston, TX 77554","Yamato2104 61st Street, Galveston",86
127,127,Jack in the Box,"5028 Broadway Galveston, TX 77551","{'latitude': 29.2920772, 'longitude': -94.8237678408623}","Jack in the Box5028 Broadway Galveston, TX 77551","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
128,128,Discovery Pyramid,"1 Hope Blvd Moody Gardens Galveston, TX 77554","{'latitude': 29.275712709346, 'longitude': -94.8536431856413}","Discovery Pyramid1 Hope Blvd Moody Gardens Galveston, TX 77554","The Spot3204 Seawall Boulevard, Galveston",86
129,129,Starbucks,"5730 Seawall Blvd Kroger Galveston, TX 77551","{'latitude': 29.269011, 'longitude': -94.824136}","Starbucks5730 Seawall Blvd Kroger Galveston, TX 77551","Yamato2104 61st Street, Galveston",86
130,130,McDonald's,"2912 61st St Galveston, TX 77551","{'latitude': 29.2674799501405, 'longitude': -94.8264102}","McDonald's2912 61st St Galveston, TX 77551","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
131,131,The City Jamaica Beach,"5264 Jamaica Beach Jamaica Beach, TX 77554","{'latitude': 29.1788379102945, 'longitude': -94.9773135781288}","The City Jamaica Beach5264 Jamaica Beach Jamaica Beach, TX 77554","The Spot3204 Seawall Boulevard, Galveston",86
132,132,Cousins Maine Lobster Truck- Houston,"Houston, TX 77598","{'latitude': 29.54007, 'longitude': -95.12455}","Cousins Maine Lobster Truck- HoustonHouston, TX 77598","Tipsy Turtle Seaside Bar & Grill11745 Termini-San Luis Pass Rd Galveston, TX 77554",86
133,133,Sonic Drive-In,"5127 Broadway St Galveston, TX 77551","{'latitude': 29.2906869, 'longitude': -94.8247089}","Sonic Drive-In5127 Broadway St Galveston, TX 77551","Yamato2104 61st Street, Galveston",86
134,134,Schreiber Park,"3134 83rd St Galveston, TX 77554","{'latitude': 29.2597454041243, 'longitude': -94.8495257645845}","Schreiber Park3134 83rd St Galveston, TX 77554","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
135,135,Starbucks,"2931 Central City Blvd Randalls-Galveston #1031 Galveston, TX 77551","{'latitude': 29.269594, 'longitude': -94.83004211}","Starbucks2931 Central City Blvd Randalls-Galveston #1031 Galveston, TX 77551","Rainforest Cafe5310 Seawall Boulevard, Galveston",86
136,136,El Sazon Katracho,"1302 39th St Galveston, TX 77550","{'latitude': 29.292429, 'longitude': -94.809227}","El Sazon Katracho1302 39th St Galveston, TX 77550","Russo's New York Pizzeria & Italian Kitchen - Galveston500 Seawall Boulevard #300, Galveston",86
137,137,Fruit Party Island,"4528 Broadway Galveston, TX 77550","{'latitude': 29.2935460446157, 'longitude': -94.8182267323136}","Fruit Party Island4528 Broadway Galveston, TX 77550","Yamato2104 61st Street, Galveston",86
138,138,Hard Times & Misery Saloon,"4302 Ave S Galveston, TX 77550","{'latitude': 29.2809382452295, 'longitude': -94.8106321644174}","Hard Times & Misery Saloon4302 Ave S Galveston, TX 77550","Yaga's Cafe2314 The Strand, Galveston",86
139,139,Dizzy Dorado,"3802 Cove View Blvd Galveston, TX 77554","{'latitude': 29.244618, 'longitude': -94.867832}","Dizzy Dorado3802 Cove View Blvd Galveston, TX 77554","Yamato2104 61st Street, Galveston",86
140,140,Mike’s Beach Bar,"4220 Ghost Crab Ln Galveston, TX 77554","{'latitude': 29.2072832033466, 'longitude': -94.9295953398374}","Mike’s Beach Bar4220 Ghost Crab Ln Galveston, TX 77554","Yamato2104 61st Street, Galveston",86
141,141,Burger King,"5815 Broadway St Galveston, TX 77551","{'latitude': 29.2889733521398, 'longitude': -94.8328404128551}","Burger King5815 Broadway St Galveston, TX 77551","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
142,142,The Island Cakery,"16708 Termini San Luis Pass Rd Galveston, TX 77554","{'latitude': 29.1818, 'longitude': -94.97633}","The Island Cakery16708 Termini San Luis Pass Rd Galveston, TX 77554","The Spot3204 Seawall Boulevard, Galveston",86
143,143,Little Caesars,"2806 61st St Galveston, TX 77551","{'latitude': 29.27111, 'longitude': -94.82815}","Little Caesars2806 61st St Galveston, TX 77551","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
144,144,It'z Nacho Bizness,"1002 47th St Galveston, TX 77551","{'latitude': 29.2927296536051, 'longitude': -94.819210767746}","It'z Nacho Bizness1002 47th St Galveston, TX 77551","Yamato2104 61st Street, Galveston",86
145,145,Spoony & Billy's,"16708 Termini-San Luis Pass Rd Ste C Jamaica Beach, TX 77554","{'latitude': 29.18195, 'longitude': -94.97466}","Spoony & Billy's16708 Termini-San Luis Pass Rd Ste C Jamaica Beach, TX 77554","Go Nuts and Beans102 20th Street ste c, Galveston",86
146,146,Sand Castle Beach,"11745 San Luis Pass Rd Galveston, TX 77554","{'latitude': 29.2281157, 'longitude': -94.896861}","Sand Castle Beach11745 San Luis Pass Rd Galveston, TX 77554","Shrimp N Stuff3901 Avenue O, Galveston",86
147,147,Panda Express,"6027 Stewart Rd Galveston, TX 77551","{'latitude': 29.2755, 'longitude': -94.83056}","Panda Express6027 Stewart Rd Galveston, TX 77551","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
148,148,Sweet Home Alabama,"5806 Stewart Rd Galveston, TX 77551","{'latitude': 29.2769540724025, 'longitude': -94.8284573480487}","Sweet Home Alabama5806 Stewart Rd Galveston, TX 77551","Yamato2104 61st Street, Galveston",86
149,149,Incredible Cakes,"4528 Ave S Up Galveston, TX 77551","{'latitude': 29.280269527858064, 'longitude': -94.8137734}","Incredible Cakes4528 Ave S Up Galveston, TX 77551","Russo's New York Pizzeria & Italian Kitchen - Galveston500 Seawall Boulevard #300, Galveston",86
151,151,The Galley,"602 Seawolf Pkwy Galveston, TX 77554","{'latitude': 29.318473, 'longitude': -94.815028}","The Galley602 Seawolf Pkwy Galveston, TX 77554","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
152,152,Subway,"2302-A 61st St Galveston, TX 77551","{'latitude': 29.2764403089912, 'longitude': -94.8310272263167}","Subway2302-A 61st St Galveston, TX 77551","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
153,153,Gloria's Lounge,"4126 Ave S Galveston, TX 77550","{'latitude': 29.281382, 'longitude': -94.8091866821051}","Gloria's Lounge4126 Ave S Galveston, TX 77550","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
154,154,Circle K,"16710 San Luis Pass Rd Jamaica Beach, TX 77554","{'latitude': 29.18137, 'longitude': -94.9762}","Circle K16710 San Luis Pass Rd Jamaica Beach, TX 77554","Circle K1927 61st Street, Galveston",86
155,155,1900 Storm Memorial,"4800 Seawall Blvd Galveston, TX 77551","{'latitude': 29.27442, 'longitude': -94.81448}","1900 Storm Memorial4800 Seawall Blvd Galveston, TX 77551","Yaga's Cafe2314 The Strand, Galveston",86
156,156,Lee and Joe Jamail Bay Park,"1600 61st St Galveston, TX 77551","{'latitude': 29.2827607, 'longitude': -94.8345254}","Lee and Joe Jamail Bay Park1600 61st St Galveston, TX 77551","Shrimp N Stuff3901 Avenue O, Galveston",86
157,157,Wright Cuney Park and Recreation Center,"718 41st Str Galveston, TX 77550","{'latitude': 29.29708, 'longitude': -94.81285}","Wright Cuney Park and Recreation Center718 41st Str Galveston, TX 77550","The Spot3204 Seawall Boulevard, Galveston",86
158,158,Dolphin World Inc No 2,"8910 Seawall Blvd Galveston, TX 77554","{'latitude': 29.25173, 'longitude': -94.85317}","Dolphin World Inc No 28910 Seawall Blvd Galveston, TX 77554","Shrimp N Stuff3901 Avenue O, Galveston",86
159,159,Circle K,"6902 Seawall Blvd Galveston, TX 77551","{'latitude': 29.26268, 'longitude': -94.83428}","Circle K6902 Seawall Blvd Galveston, TX 77551","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
160,160,Jones Park,"2226 71st St Galveston, TX 77551","{'latitude': 29.2721904155014, 'longitude': -94.84080612743753}","Jones Park2226 71st St Galveston, TX 77551","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
161,161,Britton's Bistro,"Seawolf Park Blvd Galveston, TX","{'latitude': 29.3131588001007, 'longitude': -94.8189222054326}","Britton's BistroSeawolf Park Blvd Galveston, TX","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
162,162,The Wet Whistle,"21502 San Luis Pass Galveston, TX 77554","{'latitude': 29.141583, 'longitude': -95.040493}","The Wet Whistle21502 San Luis Pass Galveston, TX 77554","Yamato2104 61st Street, Galveston",86
163,163,Tortilleria La Bendicion De Dios,"914 37th St Galveston, TX 77550","{'latitude': 29.296402645258908, 'longitude': -94.80799190234238}","Tortilleria La Bendicion De Dios914 37th St Galveston, TX 77550","The Spot3204 Seawall Boulevard, Galveston",86
164,164,Circle K,"1927 61st St Galveston, TX 77551","{'latitude': 29.27912, 'longitude': -94.83326}","Circle K1927 61st St Galveston, TX 77551","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
165,165,Captain's Landing,"200 Seawolf Pkwy TAMUG Galveston, TX 77554","{'latitude': 29.3159563866628, 'longitude': -94.8178551190202}","Captain's Landing200 Seawolf Pkwy TAMUG Galveston, TX 77554","Shrimp N Stuff3901 Avenue O, Galveston",86
166,166,The Shiver Shack,"League City, TX 77573","{'latitude': 29.50165, 'longitude': -95.05698}","The Shiver ShackLeague City, TX 77573","The Proletariat Gallery & Public House2221 Market Street #100, Galveston",86
167,167,Bar 43,"4302 Ave S Galveston, TX 77550","{'latitude': 29.2809684, 'longitude': -94.8108363}","Bar 434302 Ave S Galveston, TX 77550","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
168,168,The King's Court,"528 Gulf Blvd Freeport, TX 77541","{'latitude': 28.966447, 'longitude': -95.364985}","The King's Court528 Gulf Blvd Freeport, TX 77541","Russo's New York Pizzeria & Italian Kitchen - Galveston500 Seawall Boulevard #300, Galveston",86
169,169,Lion's Bar-B-Q,"18309 Fm 529 Katy, TX 77449","{'latitude': 29.87516, 'longitude': -95.77061}","Lion's Bar-B-Q18309 Fm 529 Katy, TX 77449","Landry's Prime Seafood & Steaks5310 Seawall Boulevard, Galveston",86
328,497,Chevron Galveston,"601 Broadway Avenue J, Galveston","{'lat': 29.3045091, 'lng': -94.7731482}","Chevron Galveston601 Broadway Avenue J, Galveston","Chevron Galveston3902 Broadway Avenue J, Galveston",95
329,498,Circle K/Valero,"628 Broadway Avenue J, Galveston","{'lat': 29.30539089999999, 'lng': -94.7735891}","Circle K/Valero628 Broadway Avenue J, Galveston","Circle K628 Broadway Avenue J, Galveston",92
369,577,Moody State School,Galveston,"{'lat': 29.2819039, 'lng': -94.8665867}",Moody State SchoolGalveston,Moody SchoolGalveston,95
324,490,Shell,"5027 Broadway Avenue J, Galveston","{'lat': 29.2915092, 'lng': -94.8237905}","Shell5027 Broadway Avenue J, Galveston","Shell5815 Broadway Avenue J, Galveston",92
50,50,Tipsy Turtle Seaside Bar & Grill,"11745 Termini-San Luis Pass Rd Galveston, TX 77554","{'latitude': 29.227571, 'longitude': -94.896047}","Tipsy Turtle Seaside Bar & Grill11745 Termini-San Luis Pass Rd Galveston, TX 77554","Tipsy Turtle Seaside Bar & Grill11745 Termini-San Luis Pass Road, Galveston",92
