yelp_id,Name,image_url,business_status,url,display_phone,user_ratings_total,category,rating,photos,price_level,hours,Latitude,Longitude,hour_type,Address,google_id,business_hours_x,business_hours_text_x,business_hours_y,business_hours_text_y,business_hours,business_hours_text,Name + Address,second_best_match,second_best_score,geometry,hours_open
,Albatross,,OPERATIONAL,,,165,bar,4.5,,1.0,,29.3019922,-94.7903531,,"815 21st Street, Galveston",ChIJtfEc52meP4YRIiNfoOciqyY,"[{'close': {'day': 1, 'time': '0200'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 2, 'time': '0200'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 3, 'time': '0200'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 4, 'time': '0200'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 5, 'time': '0200'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 6, 'time': '0200'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 0, 'time': '0200'}, 'open': {'day': 6, 'time': '1000'}}]","['Monday: 10:00\u202fAM\u2009–\u20092:00\u202fAM', 'Tuesday: 10:00\u202fAM\u2009–\u20092:00\u202fAM', 'Wednesday: 10:00\u202fAM\u2009–\u20092:00\u202fAM', 'Thursday: 10:00\u202fAM\u2009–\u20092:00\u202fAM', 'Friday: 10:00\u202fAM\u2009–\u20092:00\u202fAM', 'Saturday: 10:00\u202fAM\u2009–\u20092:00\u202fAM', 'Sunday: 12:00\u202fPM\u2009–\u20092:00\u202fAM']","[{'close': {'day': 1, 'time': '0200'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 2, 'time': '0200'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 3, 'time': '0200'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 4, 'time': '0200'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 5, 'time': '0200'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 6, 'time': '0200'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 0, 'time': '0200'}, 'open': {'day': 6, 'time': '1000'}}]","['Monday: 10:00\u202fAM\u2009–\u20092:00\u202fAM', 'Tuesday: 10:00\u202fAM\u2009–\u20092:00\u202fAM', 'Wednesday: 10:00\u202fAM\u2009–\u20092:00\u202fAM', 'Thursday: 10:00\u202fAM\u2009–\u20092:00\u202fAM', 'Friday: 10:00\u202fAM\u2009–\u20092:00\u202fAM', 'Saturday: 10:00\u202fAM\u2009–\u20092:00\u202fAM', 'Sunday: 12:00\u202fPM\u2009–\u20092:00\u202fAM']",,,"Albatross815 21st Street, Galveston","Seahorse Grill3802 Cove View Blvd Ste C Galveston, TX 77554",86,POINT (-94.7903531 29.3019922),
,Allen's Restaurant,,OPERATIONAL,,,408,restaurant,4.6,,2.0,,29.2983795,-94.8091242,,"3701 Winnie Street, Galveston",ChIJ572yv3eeP4YRpJ490DtmTqw,"[{'close': {'day': 0, 'time': '1500'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '1105'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '1700'}, 'open': {'day': 6, 'time': '1130'}}]","['Monday: 11:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 11:05\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 11:30\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20093:00\u202fPM']","[{'close': {'day': 0, 'time': '1500'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '1105'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '1700'}, 'open': {'day': 6, 'time': '1130'}}]","['Monday: 11:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 11:05\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 11:30\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20093:00\u202fPM']",,,"Allen's Restaurant3701 Winnie Street, Galveston","Tipsy Turtle Seaside Bar & Grill11745 Termini-San Luis Pass Rd Galveston, TX 77554",86,POINT (-94.8091242 29.2983795),
,America's Kitchen,,OPERATIONAL,,,565,restaurant,4.4,,,,29.3140986,-94.7755666,,"500 Harborside Drive, Galveston",ChIJCeQ8vjaeP4YR-LY8C0EmDT4,"[{'close': {'day': 0, 'time': '1400'}, 'open': {'day': 0, 'time': '0730'}}, {'close': {'day': 1, 'time': '1400'}, 'open': {'day': 1, 'time': '0730'}}, {'close': {'day': 2, 'time': '1400'}, 'open': {'day': 2, 'time': '0730'}}, {'close': {'day': 3, 'time': '1400'}, 'open': {'day': 3, 'time': '0730'}}, {'close': {'day': 4, 'time': '1400'}, 'open': {'day': 4, 'time': '0730'}}, {'close': {'day': 5, 'time': '1400'}, 'open': {'day': 5, 'time': '0730'}}, {'close': {'day': 6, 'time': '1400'}, 'open': {'day': 6, 'time': '0730'}}]","['Monday: 7:30\u202fAM\u2009–\u20092:00\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20092:00\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20092:00\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20092:00\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u20092:00\u202fPM', 'Saturday: 7:30\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: 7:30\u202fAM\u2009–\u20092:00\u202fPM']","[{'close': {'day': 0, 'time': '1400'}, 'open': {'day': 0, 'time': '0730'}}, {'close': {'day': 1, 'time': '1400'}, 'open': {'day': 1, 'time': '0730'}}, {'close': {'day': 2, 'time': '1400'}, 'open': {'day': 2, 'time': '0730'}}, {'close': {'day': 3, 'time': '1400'}, 'open': {'day': 3, 'time': '0730'}}, {'close': {'day': 4, 'time': '1400'}, 'open': {'day': 4, 'time': '0730'}}, {'close': {'day': 5, 'time': '1400'}, 'open': {'day': 5, 'time': '0730'}}, {'close': {'day': 6, 'time': '1400'}, 'open': {'day': 6, 'time': '0730'}}]","['Monday: 7:30\u202fAM\u2009–\u20092:00\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20092:00\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20092:00\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20092:00\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u20092:00\u202fPM', 'Saturday: 7:30\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: 7:30\u202fAM\u2009–\u20092:00\u202fPM']",,,"America's Kitchen500 Harborside Drive, Galveston","Tipsy Turtle Seaside Bar & Grill11745 Termini-San Luis Pass Rd Galveston, TX 77554",86,POINT (-94.7755666 29.3140986),
,Angie's Place,,OPERATIONAL,,,15,restaurant,4,,,,29.2909131,-94.8090536,,"1421 39th Street, Galveston",ChIJi2TqNH-eP4YRDfGJ_Hzq3yo,,,,,,,"Angie's Place1421 39th Street, Galveston","Sugar Bean Coffee and Cream11 Evia Main Ste 101 Galveston, TX 77554",86,POINT (-94.8090536 29.2909131),
,Apffel Park Restaurant,,OPERATIONAL,,,3,restaurant,5,,,,29.3291351,-94.7348606,,"1923 Boddeker Road, Galveston",ChIJo7biIyOfP4YRk81MeM-ldmk,,,,,,,"Apffel Park Restaurant1923 Boddeker Road, Galveston","Tipsy Turtle Seaside Bar & Grill11745 Termini-San Luis Pass Rd Galveston, TX 77554",86,POINT (-94.7348606 29.3291351),
j5bbG7JVWShLvzO_JdjU6Q,Aquarium Pyramid,https://s3-media2.fl.yelpcdn.com/bphoto/GlqzC6VtSAybIgUr2ZGBDg/o.jpg,OPERATIONAL,https://www.yelp.com/biz/aquarium-pyramid-galveston?adjust_creative=mBBascM2deXlQ6oZ4QoP9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=mBBascM2deXlQ6oZ4QoP9Q,(409) 744-4673,56,restaurant,3.5,"['https://s3-media2.fl.yelpcdn.com/bphoto/GlqzC6VtSAybIgUr2ZGBDg/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/HrhOEdOcZcS0RRABAOaUUA/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/i2FRkno3XAYJycBPPuJNKg/o.jpg']",,,29.27236148,-94.85420043,,"1 Hope Blvd Galveston, TX 77554",,,,,,,,"Aquarium Pyramid1 Hope Blvd Galveston, TX 77554","Tipsy Turtle Seaside Bar & Grill11745 Termini-San Luis Pass Rd Galveston, TX 77554",86,POINT (-94.8542004275391 29.2723614780696),
,Arlan's Market,,OPERATIONAL,,,602,grocery_or_supermarket,3.9,,,,29.3102571,-94.7736259,,"Parking lot, 513 Market Street, Galveston",ChIJKZBo8DWeP4YRA-WEPjDq594,"[{'close': {'day': 1, 'time': '0000'}, 'open': {'day': 0, 'time': '0600'}}, {'close': {'day': 2, 'time': '0000'}, 'open': {'day': 1, 'time': '0600'}}, {'close': {'day': 3, 'time': '0000'}, 'open': {'day': 2, 'time': '0600'}}, {'close': {'day': 4, 'time': '0000'}, 'open': {'day': 3, 'time': '0600'}}, {'close': {'day': 5, 'time': '0000'}, 'open': {'day': 4, 'time': '0600'}}, {'close': {'day': 6, 'time': '0000'}, 'open': {'day': 5, 'time': '0600'}}, {'close': {'day': 0, 'time': '0000'}, 'open': {'day': 6, 'time': '0600'}}]","['Monday: 6:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 6:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 6:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 6:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 6:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 6:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 6:00\u202fAM\u2009–\u200912:00\u202fAM']","[{'close': {'day': 1, 'time': '0000'}, 'open': {'day': 0, 'time': '0600'}}, {'close': {'day': 2, 'time': '0000'}, 'open': {'day': 1, 'time': '0600'}}, {'close': {'day': 3, 'time': '0000'}, 'open': {'day': 2, 'time': '0600'}}, {'close': {'day': 4, 'time': '0000'}, 'open': {'day': 3, 'time': '0600'}}, {'close': {'day': 5, 'time': '0000'}, 'open': {'day': 4, 'time': '0600'}}, {'close': {'day': 6, 'time': '0000'}, 'open': {'day': 5, 'time': '0600'}}, {'close': {'day': 0, 'time': '0000'}, 'open': {'day': 6, 'time': '0600'}}]","['Monday: 6:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 6:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 6:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 6:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 6:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 6:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 6:00\u202fAM\u2009–\u200912:00\u202fAM']",,,"Arlan's MarketParking lot, 513 Market Street, Galveston","KFC2227 61st St Galveston, TX 77551",86,POINT (-94.7736259 29.3102571),
ir1LyqHNHT7tArA75LF6JQ,Arney’s Bayside Grill,https://s3-media2.fl.yelpcdn.com/bphoto/glzEEtI0h0Sz8MMndLMUVw/o.jpg,OPERATIONAL,https://www.yelp.com/biz/arney-s-bayside-grill-galveston?adjust_creative=mBBascM2deXlQ6oZ4QoP9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=mBBascM2deXlQ6oZ4QoP9Q,(409) 739-0226,3,restaurant,5,"['https://s3-media2.fl.yelpcdn.com/bphoto/glzEEtI0h0Sz8MMndLMUVw/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/fkHaK726YagaidKQaMVR9w/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/hyxq0csIGSX-JACejTe1JQ/o.jpg']",,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 4}, {'is_overnight': False, 'start': '0800', 'end': '1900', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': True}]",29.178744,-94.982415,,,,,,,,,,,GalvestonGalveston,60,POINT (-94.982415 29.178744),
,Around The Corner (Food Truck),,CLOSED_TEMPORARILY,,,31,restaurant,5,,1.0,,29.3042337,-94.7956102,,"2424 Postoffice St, Galveston",ChIJ31Zb61ufP4YRg7MXLHKvKDQ,,,,,,,"Around The Corner (Food Truck)2424 Postoffice St, Galveston","Lupita2314 45th St Galveston, TX 77550",86,POINT (-94.7956102 29.3042337),
,Axecade,,OPERATIONAL,,,113,restaurant,4.8,,,,29.3070637,-94.7941601,,"2217 Strand St Second Floor 217, 2217 The Strand Suite 217, Galveston",ChIJmZYDvzafP4YRXyrGsjoonH0,"[{'close': {'day': 1, 'time': '0200'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 2, 'time': '0200'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 3, 'time': '0200'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 4, 'time': '0200'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 5, 'time': '0200'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 6, 'time': '0200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 0, 'time': '0200'}, 'open': {'day': 6, 'time': '1200'}}]","['Monday: 12:00\u202fPM\u2009–\u20092:00\u202fAM', 'Tuesday: 12:00\u202fPM\u2009–\u20092:00\u202fAM', 'Wednesday: 12:00\u202fPM\u2009–\u20092:00\u202fAM', 'Thursday: 12:00\u202fPM\u2009–\u20092:00\u202fAM', 'Friday: 12:00\u202fPM\u2009–\u20092:00\u202fAM', 'Saturday: 12:00\u202fPM\u2009–\u20092:00\u202fAM', 'Sunday: 12:00\u202fPM\u2009–\u20092:00\u202fAM']","[{'close': {'day': 1, 'time': '0200'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 2, 'time': '0200'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 3, 'time': '0200'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 4, 'time': '0200'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 5, 'time': '0200'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 6, 'time': '0200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 0, 'time': '0200'}, 'open': {'day': 6, 'time': '1200'}}]","['Monday: 12:00\u202fPM\u2009–\u20092:00\u202fAM', 'Tuesday: 12:00\u202fPM\u2009–\u20092:00\u202fAM', 'Wednesday: 12:00\u202fPM\u2009–\u20092:00\u202fAM', 'Thursday: 12:00\u202fPM\u2009–\u20092:00\u202fAM', 'Friday: 12:00\u202fPM\u2009–\u20092:00\u202fAM', 'Saturday: 12:00\u202fPM\u2009–\u20092:00\u202fAM', 'Sunday: 12:00\u202fPM\u2009–\u20092:00\u202fAM']",,,"Axecade2217 Strand St Second Floor 217, 2217 The Strand Suite 217, Galveston","Cajun Greek2226 61st St Galveston, TX 77551",86,POINT (-94.7941601 29.3070637),
h0RLsvCRR3xFeRBVAYob6w,B. Jiggers Lounge,https://s3-media2.fl.yelpcdn.com/bphoto/X6c3qZKi8cI8y5gp2GBVFA/o.jpg,OPERATIONAL,https://www.yelp.com/biz/b-jiggers-lounge-galveston?adjust_creative=mBBascM2deXlQ6oZ4QoP9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=mBBascM2deXlQ6oZ4QoP9Q,(409) 740-5300,17,restaurant,2.5,"['https://s3-media2.fl.yelpcdn.com/bphoto/X6c3qZKi8cI8y5gp2GBVFA/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/9uGGi1fWjSAZXhTE1X93VQ/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/fsM4Eb6Q3hyxUcDuzNAdYg/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1400', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1400', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1400', 'end': '2300', 'day': 2}, {'is_overnight': True, 'start': '1400', 'end': '0100', 'day': 3}, {'is_overnight': True, 'start': '1200', 'end': '0200', 'day': 4}, {'is_overnight': True, 'start': '1200', 'end': '0200', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",29.2725013,-94.8166683,,,,,,,,,,,GalvestonGalveston,60,POINT (-94.8166683 29.2725013),
,Bakery and Grocery Emmanuel,,OPERATIONAL,,,,bakery,,,,,29.2871565,-94.7939281,,"2216 Avenue R, Galveston",ChIJ96jsFrefP4YRg26W7bBz0vM,,,,,,,"Bakery and Grocery Emmanuel2216 Avenue R, Galveston","Tipsy Turtle Seaside Bar & Grill11745 Termini-San Luis Pass Rd Galveston, TX 77554",86,POINT (-94.7939281 29.2871565),
,Ball High School,,OPERATIONAL,,,27,secondary_school,3.9,,,,29.2873747,-94.8115993,,"4115 Avenue O, Galveston",ChIJa8nActWdP4YRqlHuBt9ZvdU,"[{'close': {'day': 1, 'time': '1600'}, 'open': {'day': 1, 'time': '0600'}}, {'close': {'day': 2, 'time': '1600'}, 'open': {'day': 2, 'time': '0600'}}, {'close': {'day': 3, 'time': '1600'}, 'open': {'day': 3, 'time': '0600'}}, {'close': {'day': 4, 'time': '1600'}, 'open': {'day': 4, 'time': '0600'}}, {'close': {'day': 5, 'time': '1600'}, 'open': {'day': 5, 'time': '0600'}}]","['Monday: 6:00\u202fAM\u2009–\u20094:00\u202fPM', 'Tuesday: 6:00\u202fAM\u2009–\u20094:00\u202fPM', 'Wednesday: 6:00\u202fAM\u2009–\u20094:00\u202fPM', 'Thursday: 6:00\u202fAM\u2009–\u20094:00\u202fPM', 'Friday: 6:00\u202fAM\u2009–\u20094:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']","[{'close': {'day': 1, 'time': '1600'}, 'open': {'day': 1, 'time': '0600'}}, {'close': {'day': 2, 'time': '1600'}, 'open': {'day': 2, 'time': '0600'}}, {'close': {'day': 3, 'time': '1600'}, 'open': {'day': 3, 'time': '0600'}}, {'close': {'day': 4, 'time': '1600'}, 'open': {'day': 4, 'time': '0600'}}, {'close': {'day': 5, 'time': '1600'}, 'open': {'day': 5, 'time': '0600'}}]","['Monday: 6:00\u202fAM\u2009–\u20094:00\u202fPM', 'Tuesday: 6:00\u202fAM\u2009–\u20094:00\u202fPM', 'Wednesday: 6:00\u202fAM\u2009–\u20094:00\u202fPM', 'Thursday: 6:00\u202fAM\u2009–\u20094:00\u202fPM', 'Friday: 6:00\u202fAM\u2009–\u20094:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']",,,"Ball High School4115 Avenue O, Galveston","Sugar Bean Coffee and Cream11 Evia Main Ste 101 Galveston, TX 77554",86,POINT (-94.8115993 29.2873747),
,Bambú,,OPERATIONAL,,,780,restaurant,4.5,,1.0,,29.2976696,-94.7909648,,"1220 23rd Street, Galveston",ChIJn2jZC2ieP4YRfB5JNKK2mHQ,"[{'close': {'day': 0, 'time': '1430'}, 'open': {'day': 0, 'time': '0600'}}, {'close': {'day': 1, 'time': '1430'}, 'open': {'day': 1, 'time': '0600'}}, {'close': {'day': 2, 'time': '1430'}, 'open': {'day': 2, 'time': '0600'}}, {'close': {'day': 3, 'time': '1430'}, 'open': {'day': 3, 'time': '0600'}}, {'close': {'day': 4, 'time': '1430'}, 'open': {'day': 4, 'time': '0600'}}, {'close': {'day': 5, 'time': '1430'}, 'open': {'day': 5, 'time': '0600'}}, {'close': {'day': 6, 'time': '1430'}, 'open': {'day': 6, 'time': '0600'}}]","['Monday: 6:00\u202fAM\u2009–\u20092:30\u202fPM', 'Tuesday: 6:00\u202fAM\u2009–\u20092:30\u202fPM', 'Wednesday: 6:00\u202fAM\u2009–\u20092:30\u202fPM', 'Thursday: 6:00\u202fAM\u2009–\u20092:30\u202fPM', 'Friday: 6:00\u202fAM\u2009–\u20092:30\u202fPM', 'Saturday: 6:00\u202fAM\u2009–\u20092:30\u202fPM', 'Sunday: 6:00\u202fAM\u2009–\u20092:30\u202fPM']","[{'close': {'day': 0, 'time': '1430'}, 'open': {'day': 0, 'time': '0600'}}, {'close': {'day': 1, 'time': '1430'}, 'open': {'day': 1, 'time': '0600'}}, {'close': {'day': 2, 'time': '1430'}, 'open': {'day': 2, 'time': '0600'}}, {'close': {'day': 3, 'time': '1430'}, 'open': {'day': 3, 'time': '0600'}}, {'close': {'day': 4, 'time': '1430'}, 'open': {'day': 4, 'time': '0600'}}, {'close': {'day': 5, 'time': '1430'}, 'open': {'day': 5, 'time': '0600'}}, {'close': {'day': 6, 'time': '1430'}, 'open': {'day': 6, 'time': '0600'}}]","['Monday: 6:00\u202fAM\u2009–\u20092:30\u202fPM', 'Tuesday: 6:00\u202fAM\u2009–\u20092:30\u202fPM', 'Wednesday: 6:00\u202fAM\u2009–\u20092:30\u202fPM', 'Thursday: 6:00\u202fAM\u2009–\u20092:30\u202fPM', 'Friday: 6:00\u202fAM\u2009–\u20092:30\u202fPM', 'Saturday: 6:00\u202fAM\u2009–\u20092:30\u202fPM', 'Sunday: 6:00\u202fAM\u2009–\u20092:30\u202fPM']",,,"Bambú1220 23rd Street, Galveston","Seahorse Grill3802 Cove View Blvd Ste C Galveston, TX 77554",86,POINT (-94.7909648 29.2976696),
TYsi4SYrkmLiGtPP5LE10g,Bar 43,https://s3-media4.fl.yelpcdn.com/bphoto/8JNNliawcuMTy3Caw5RT_A/o.jpg,OPERATIONAL,https://www.yelp.com/biz/bar-43-galveston?adjust_creative=mBBascM2deXlQ6oZ4QoP9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=mBBascM2deXlQ6oZ4QoP9Q,(409) 632-2105,1,restaurant,1,"['https://s3-media4.fl.yelpcdn.com/bphoto/8JNNliawcuMTy3Caw5RT_A/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/nGOBt9A1Gz7-I8TLktwmeA/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/T4MY5qVc1uKyUkqYif16Jg/o.jpg']",,"[{'open': [{'is_overnight': True, 'start': '1200', 'end': '0200', 'day': 0}, {'is_overnight': True, 'start': '1200', 'end': '0200', 'day': 1}, {'is_overnight': True, 'start': '1200', 'end': '0200', 'day': 2}, {'is_overnight': True, 'start': '1200', 'end': '0200', 'day': 3}, {'is_overnight': True, 'start': '1200', 'end': '0200', 'day': 4}, {'is_overnight': True, 'start': '1200', 'end': '0200', 'day': 5}, {'is_overnight': True, 'start': '1200', 'end': '0200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",29.2809684,-94.8108363,,,,,,,,,,,GalvestonGalveston,60,POINT (-94.8108363 29.2809684),
,Beachside Grill,,OPERATIONAL,,,4,restaurant,4.3,,1.0,,29.3001141,-94.7765677,,"1020 Seawall Boulevard, Galveston",ChIJt70-0PmfP4YR3rxW0OhsAEo,"[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '0900'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1100'}}]","['Monday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20099:00\u202fPM']","[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '0900'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1100'}}]","['Monday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20099:00\u202fPM']",,,"Beachside Grill1020 Seawall Boulevard, Galveston","Tipsy Turtle Seaside Bar & Grill11745 Termini-San Luis Pass Rd Galveston, TX 77554",86,POINT (-94.7765677 29.3001141),
